cone_x_microns,cone_y_microns,cone_spectral_type,subject_id,age,eye,meridian,eccentricity_deg,eccentricity_mm,ret_mag_factor,fov,lm_ratio,scones,lcone_density,mcone_density,scone_density,numcones,nonclass_cones,cone_origin,zernike_pupil_diam,zernike_measure_wave,zernike_optim_wave
76.7,103.1,L,,,,,,,,,,,,,,,,,,,
76.7,117,L,,,,,,,,,,,,,,,,,,,
76.7,128.7,M,,,,,,,,,,,,,,,,,,,
76.7,143.4,L,,,,,,,,,,,,,,,,,,,
76.7,151.9,M,,,,,,,,,,,,,,,,,,,
76.7,158.1,L,,,,,,,,,,,,,,,,,,,
76.7,169,S,,,,,,,,,,,,,,,,,,,
76.7,174.4,M,,,,,,,,,,,,,,,,,,,
76.7,185.2,L,,,,,,,,,,,,,,,,,,,
77.5,7,L,,,,,,,,,,,,,,,,,,,
77.5,48.1,S,,,,,,,,,,,,,,,,,,,
77.5,96.9,L,,,,,,,,,,,,,,,,,,,
77.5,99.2,L,,,,,,,,,,,,,,,,,,,
77.5,136.4,L,,,,,,,,,,,,,,,,,,,
77.5,141.1,M,,,,,,,,,,,,,,,,,,,
77.5,161.2,L,,,,,,,,,,,,,,,,,,,
77.5,164.3,M,,,,,,,,,,,,,,,,,,,
77.5,177.5,L,,,,,,,,,,,,,,,,,,,
