Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7,8.5,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8,181.5,L,,,,,,222.8,99.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4,154.3,L,,,,,,,,,,,,,,,,,,,,,,190.2,60.6,M,,,,,,,,,,,,,,,,,,,,,,163.4,94.8,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7,145.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8,192.8,M,,,,,,222.8,116.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4,177.2,L,,,,,,,,,,,,,,,,,,,,,,190.9,4.6,L,,,,,,,,,,,,,,,,,,,,,,163.4,161.5,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.3,62.1,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,9.6,M,,,,,,223.2,136.4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4,194.2,L,,,,,,,,,,,,,,,,,,,,,,190.9,23.5,L,,,,,,,,,,,,,,,,,,,,,,163.4,187.6,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.3,68.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,36,L,,,,,,223.7,46.9,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,9.2,L,,,,,,,,,,,,,,,,,,,,,,190.9,26.1,M,,,,,,,,,,,,,,,,,,,,,,163.4,200,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.3,214.4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,188.5,M,,,,,,223.7,212.4,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,62.8,L,,,,,,,,,,,,,,,,,,,,,,190.9,37.8,L,,,,,,,,,,,,,,,,,,,,,,164.1,45.1,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,105.3,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,216.7,M,,,,,,224.1,160.7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,143.2,L,,,,,,,,,,,,,,,,,,,,,,191.5,54.1,L,,,,,,,,,,,,,,,,,,,,,,164.1,132.1,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,170.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,16.5,L,,,,,,224.1,207.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,181.7,L,,,,,,,,,,,,,,,,,,,,,,191.5,64.5,M,,,,,,,,,,,,,,,,,,,,,,164.1,155.6,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,188.9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,23.9,L,,,,,,224.1,223.2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,202,M,,,,,,,,,,,,,,,,,,,,,,192.2,9.1,M,,,,,,,,,,,,,,,,,,,,,,164.1,166.1,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.7,16.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,28.7,M,,,,,,224.5,77.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7,96.8,L,,,,,,,,,,,,,,,,,,,,,,192.8,15,L,,,,,,,,,,,,,,,,,,,,,,164.1,180.4,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.7,100.7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,105.5,L,,,,,,225,104.2,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7,133.4,M,,,,,,,,,,,,,,,,,,,,,,193.5,21.5,L,,,,,,,,,,,,,,,,,,,,,,164.7,24.2,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.7,176.5,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,137.2,S,,,,,,225.4,244.5,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.4,41.2,M,,,,,,,,,,,,,,,,,,,,,,193.5,40.4,M,,,,,,,,,,,,,,,,,,,,,,164.7,61.5,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.7,228.2,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,227.6,L,,,,,,225.8,20.8,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.4,66.7,L,,,,,,,,,,,,,,,,,,,,,,193.5,46.9,M,,,,,,,,,,,,,,,,,,,,,,164.7,85,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.3,51.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1,92.1,M,,,,,,225.8,38.7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.4,205.9,M,,,,,,,,,,,,,,,,,,,,,,193.5,58.6,L,,,,,,,,,,,,,,,,,,,,,,165.4,5.2,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.3,92.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1,97.3,L,,,,,,226.3,6.9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1,79.8,M,,,,,,,,,,,,,,,,,,,,,,194.1,6.5,L,,,,,,,,,,,,,,,,,,,,,,165.4,39.2,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,28.1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1,116.4,L,,,,,,226.3,148.5,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1,116.4,L,,,,,,,,,,,,,,,,,,,,,,194.1,24.8,M,,,,,,,,,,,,,,,,,,,,,,165.4,51,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.3,39.9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1,159,L,,,,,,226.3,191.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1,138.6,S,,,,,,,,,,,,,,,,,,,,,,194.1,52.1,M,,,,,,,,,,,,,,,,,,,,,,165.4,151,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.3,56.9,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,40.4,M,,,,,,226.7,109.4,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1,169.3,M,,,,,,,,,,,,,,,,,,,,,,194.8,3.9,M,,,,,,,,,,,,,,,,,,,,,,166.1,71.3,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.9,79.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,50.8,L,,,,,,226.7,180.2,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7,19.6,S,,,,,,,,,,,,,,,,,,,,,,194.8,11.7,M,,,,,,,,,,,,,,,,,,,,,,166.1,112.4,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.9,158.2,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,109.4,L,,,,,,227.1,71.2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7,72.6,M,,,,,,,,,,,,,,,,,,,,,,194.8,33.9,M,,,,,,,,,,,,,,,,,,,,,,166.1,122.9,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.6,150.4,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,145.5,S,,,,,,227.1,185.4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7,188.3,M,,,,,,,,,,,,,,,,,,,,,,194.8,54.7,M,,,,,,,,,,,,,,,,,,,,,,166.1,145.1,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.6,183,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,239.3,M,,,,,,227.6,219.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7,195.5,L,,,,,,,,,,,,,,,,,,,,,,194.8,62.5,M,,,,,,,,,,,,,,,,,,,,,,166.1,173.2,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2,70.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,124.2,L,,,,,,228,12.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7,211.2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7,13.1,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2,127.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,174.2,S,,,,,,228,62.1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,15.7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7,17,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2,164.1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,243.2,L,,,,,,228,86.4,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,30.1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,106.6,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2,204,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4,164.2,L,,,,,,228,129.4,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,103.9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,116.4,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2,221.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4,185.4,L,,,,,,228,153.7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,108.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,190.9,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2,231.4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,59.9,L,,,,,,228,175.9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,158.9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,100,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.9,111.8,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,153.3,L,,,,,,228.9,26.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,164.1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,126.8,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.9,137.9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,169.4,M,,,,,,228.9,53,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,47.1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,185.7,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.9,238,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,222.8,S,,,,,,228.9,198,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,89.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,200,NC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5,45.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,46.5,L,,,,,,228.9,236.3,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,126.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7,75.8,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5,120.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,101.2,L,,,,,,229.3,205.4,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,149.1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7,81.1,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2,98.1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,230.6,L,,,,,,229.7,168.5,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,202,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7,90.2,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8,64.1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,68.2,M,,,,,,230.2,41.7,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7,3.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3,31.4,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8,86.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,79.5,L,,,,,,230.2,121.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7,122.3,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3,48.4,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8,194.8,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,141.6,L,,,,,,230.2,213.7,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7,174.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3,54.3,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8,209.2,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,207.2,L,,,,,,230.6,142.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7,179.8,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3,67.3,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8,243.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,213.2,S,,,,,,231.1,99.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3,36,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,3.9,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.5,13.7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,13,L,,,,,,231.5,34.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3,206.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,8.5,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.5,145.1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,20.4,L,,,,,,231.5,228.4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,54.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,26.8,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2,21.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,32.6,L,,,,,,231.9,16.1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,85,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,39.2,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2,56.9,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,120.3,S,,,,,,232.4,91.2,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,144.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,43.1,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2,170.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,199.3,L,,,,,,232.8,66.4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,194.2,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,62.8,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2,187.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,235.4,S,,,,,,232.8,134.2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,62.1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,95.4,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.8,7.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,43,L,,,,,,232.8,188.5,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,77.8,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,136.6,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.8,36.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,75.6,M,,,,,,232.8,221.5,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,117,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,160.2,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5,29.4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,89,M,,,,,,233.2,114.2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,132.7,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,166.1,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5,51.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,64.3,L,,,,,,233.2,162.9,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,137.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,177.8,L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5,213.8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,84.3,L,,,,,,233.2,181.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,166.7,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,22.9,M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5,226.2,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,94.7,L,,,,,,234.1,2.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,186.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,86.3,M,,,,,,,,,,,,,,,,,,,,
